value,datetime
61.0,2022-05-31 08:06:32
60.0,2022-05-31 08:06:37
57.0,2022-05-31 08:06:42
58.0,2022-05-31 08:06:47
60.0,2022-05-31 08:06:52
61.0,2022-05-31 08:06:57
62.0,2022-05-31 08:07:02
67.0,2022-05-31 08:07:07
69.0,2022-05-31 08:07:17
68.0,2022-05-31 08:07:22
70.0,2022-05-31 08:07:27
68.0,2022-05-31 08:07:32
68.0,2022-05-31 08:07:37
67.0,2022-05-31 08:07:42
66.0,2022-05-31 08:07:47
65.0,2022-05-31 08:07:52
63.0,2022-05-31 08:08:02
62.0,2022-05-31 08:08:07
64.0,2022-05-31 08:08:12
68.0,2022-05-31 08:08:17
72.0,2022-05-31 08:08:22
70.0,2022-05-31 08:08:27
69.0,2022-05-31 08:08:42
68.0,2022-05-31 08:08:47
67.0,2022-05-31 08:08:52
66.0,2022-05-31 08:08:57
62.0,2022-05-31 08:09:02
61.0,2022-05-31 08:09:07
59.0,2022-05-31 08:09:12
60.0,2022-05-31 08:09:27
61.0,2022-05-31 08:09:37
62.0,2022-05-31 08:09:47
61.0,2022-05-31 08:09:52
61.0,2022-05-31 08:09:57
60.0,2022-05-31 08:10:07
63.0,2022-05-31 08:10:12
61.0,2022-05-31 08:10:17
62.0,2022-05-31 08:10:22
58.0,2022-05-31 08:10:27
60.0,2022-05-31 08:10:32
64.0,2022-05-31 08:10:37
65.0,2022-05-31 08:10:42
66.0,2022-05-31 08:10:47
65.0,2022-05-31 08:10:52
64.0,2022-05-31 08:10:57
65.0,2022-05-31 08:11:02
63.0,2022-05-31 08:11:07
66.0,2022-05-31 08:11:17
65.0,2022-05-31 08:11:22
62.0,2022-05-31 08:11:27
62.0,2022-05-31 08:11:32
63.0,2022-05-31 08:11:37
64.0,2022-05-31 08:11:42
63.0,2022-05-31 08:11:47
63.0,2022-05-31 08:11:52
64.0,2022-05-31 08:11:57
67.0,2022-05-31 08:12:02
74.0,2022-05-31 08:12:07
70.0,2022-05-31 08:12:12
68.0,2022-05-31 08:12:22
65.0,2022-05-31 08:12:27
67.0,2022-05-31 08:12:32
65.0,2022-05-31 08:12:37
67.0,2022-05-31 08:12:47
68.0,2022-05-31 08:12:52
70.0,2022-05-31 08:12:57
71.0,2022-05-31 08:13:02
70.0,2022-05-31 08:13:07
73.0,2022-05-31 08:13:17
72.0,2022-05-31 08:13:22
73.0,2022-05-31 08:13:32
71.0,2022-05-31 08:13:37
73.0,2022-05-31 08:13:47
77.0,2022-05-31 08:13:57
78.0,2022-05-31 08:14:02
76.0,2022-05-31 08:14:07
74.0,2022-05-31 08:14:12
73.0,2022-05-31 08:14:17
72.0,2022-05-31 08:14:22
70.0,2022-05-31 08:14:27
71.0,2022-05-31 08:14:32
68.0,2022-05-31 08:14:37
70.0,2022-05-31 08:14:42
68.0,2022-05-31 08:14:52
66.0,2022-05-31 08:14:57
64.0,2022-05-31 08:15:02
67.0,2022-05-31 08:15:07
69.0,2022-05-31 08:15:17
70.0,2022-05-31 08:15:32
68.0,2022-05-31 08:15:37
67.0,2022-05-31 08:15:42
66.0,2022-05-31 08:15:52
70.0,2022-05-31 08:15:57
71.0,2022-05-31 08:16:02
69.0,2022-05-31 08:16:12
67.0,2022-05-31 08:16:27
65.0,2022-05-31 08:16:32
64.0,2022-05-31 08:16:37
61.0,2022-05-31 08:16:42
62.0,2022-05-31 08:16:52
66.0,2022-05-31 08:16:57
67.0,2022-05-31 08:17:02
65.0,2022-05-31 08:17:07
67.0,2022-05-31 08:17:17
71.0,2022-05-31 08:17:22
67.0,2022-05-31 08:17:27
68.0,2022-05-31 08:17:32
65.0,2022-05-31 08:17:37
63.0,2022-05-31 08:17:42
61.0,2022-05-31 08:17:47
63.0,2022-05-31 08:18:02
64.0,2022-05-31 08:18:17
66.0,2022-05-31 08:18:32
65.0,2022-05-31 08:18:37
66.0,2022-05-31 08:18:42
65.0,2022-05-31 08:18:47
66.0,2022-05-31 08:18:52
65.0,2022-05-31 08:18:57
68.0,2022-05-31 08:19:02
69.0,2022-05-31 08:19:12
67.0,2022-05-31 08:19:17
65.0,2022-05-31 08:19:22
64.0,2022-05-31 08:19:27
65.0,2022-05-31 08:19:32
64.0,2022-05-31 08:19:42
63.0,2022-05-31 08:19:47
64.0,2022-05-31 08:19:52
66.0,2022-05-31 08:20:07
65.0,2022-05-31 08:20:12
64.0,2022-05-31 08:20:22
65.0,2022-05-31 08:20:37
65.0,2022-05-31 08:20:42
66.0,2022-05-31 08:20:47
65.0,2022-05-31 08:20:52
64.0,2022-05-31 08:20:57
63.0,2022-05-31 08:21:02
64.0,2022-05-31 08:21:12
66.0,2022-05-31 08:21:27
68.0,2022-05-31 08:21:32
68.0,2022-05-31 08:21:42
67.0,2022-05-31 08:21:47
68.0,2022-05-31 08:21:52
70.0,2022-05-31 08:21:57
69.0,2022-05-31 08:22:02
75.0,2022-05-31 08:22:07
71.0,2022-05-31 08:22:12
70.0,2022-05-31 08:22:17
67.0,2022-05-31 08:22:22
65.0,2022-05-31 08:22:27
67.0,2022-05-31 08:22:37
66.0,2022-05-31 08:22:42
70.0,2022-05-31 08:22:47
73.0,2022-05-31 08:22:52
78.0,2022-05-31 08:22:57
80.0,2022-05-31 08:23:02
77.0,2022-05-31 08:23:07
76.0,2022-05-31 08:23:12
74.0,2022-05-31 08:23:17
72.0,2022-05-31 08:23:22
73.0,2022-05-31 08:23:27
71.0,2022-05-31 08:23:32
74.0,2022-05-31 08:23:37
72.0,2022-05-31 08:23:47
74.0,2022-05-31 08:23:52
75.0,2022-05-31 08:23:57
76.0,2022-05-31 08:24:02
71.0,2022-05-31 08:24:07
69.0,2022-05-31 08:24:12
68.0,2022-05-31 08:24:17
71.0,2022-05-31 08:24:22
73.0,2022-05-31 08:24:32
74.0,2022-05-31 08:24:37
71.0,2022-05-31 08:24:42
74.0,2022-05-31 08:24:47
69.0,2022-05-31 08:24:52
70.0,2022-05-31 08:24:57
66.0,2022-05-31 08:25:02
63.0,2022-05-31 08:25:12
67.0,2022-05-31 08:25:17
70.0,2022-05-31 08:25:22
72.0,2022-05-31 08:25:27
74.0,2022-05-31 08:25:32
75.0,2022-05-31 08:25:37
76.0,2022-05-31 08:25:42
75.0,2022-05-31 08:25:47
73.0,2022-05-31 08:25:52
71.0,2022-05-31 08:26:02
69.0,2022-05-31 08:26:07
67.0,2022-05-31 08:26:12
69.0,2022-05-31 08:26:17
71.0,2022-05-31 08:26:22
74.0,2022-05-31 08:26:27
77.0,2022-05-31 08:26:32
76.0,2022-05-31 08:26:37
77.0,2022-05-31 08:26:42
73.0,2022-05-31 08:26:47
71.0,2022-05-31 08:26:52
68.0,2022-05-31 08:26:57
66.0,2022-05-31 08:27:02
64.0,2022-05-31 08:27:07
63.0,2022-05-31 08:27:12
64.0,2022-05-31 08:27:17
65.0,2022-05-31 08:27:22
63.0,2022-05-31 08:27:32
64.0,2022-05-31 08:27:37
63.0,2022-05-31 08:27:42
64.0,2022-05-31 08:27:47
66.0,2022-05-31 08:27:52
67.0,2022-05-31 08:27:57
66.0,2022-05-31 08:28:02
64.0,2022-05-31 08:28:12
65.0,2022-05-31 08:28:17
66.0,2022-05-31 08:28:22
68.0,2022-05-31 08:28:32
66.0,2022-05-31 08:28:37
68.0,2022-05-31 08:28:47
66.0,2022-05-31 08:28:52
65.0,2022-05-31 08:28:57
66.0,2022-05-31 08:29:02
67.0,2022-05-31 08:29:12
66.0,2022-05-31 08:29:17
65.0,2022-05-31 08:29:22
63.0,2022-05-31 08:29:27
64.0,2022-05-31 08:29:32
62.0,2022-05-31 08:29:37
65.0,2022-05-31 08:29:42
64.0,2022-05-31 08:29:47
67.0,2022-05-31 08:29:52
66.0,2022-05-31 08:30:02
68.0,2022-05-31 08:30:07
67.0,2022-05-31 08:30:17
63.0,2022-05-31 08:30:22
61.0,2022-05-31 08:30:32
63.0,2022-05-31 08:30:37
61.0,2022-05-31 08:30:42
63.0,2022-05-31 08:30:47
64.0,2022-05-31 08:30:52
65.0,2022-05-31 08:30:57
64.0,2022-05-31 08:31:12
64.0,2022-05-31 08:31:17
62.0,2022-05-31 08:31:22
59.0,2022-05-31 08:31:27
57.0,2022-05-31 08:31:32
61.0,2022-05-31 08:31:37
63.0,2022-05-31 08:31:42
66.0,2022-05-31 08:31:47
67.0,2022-05-31 08:31:52
70.0,2022-05-31 08:32:02
68.0,2022-05-31 08:32:07
65.0,2022-05-31 08:32:12
69.0,2022-05-31 08:32:17
74.0,2022-05-31 08:32:22
76.0,2022-05-31 08:32:32
78.0,2022-05-31 08:32:37
76.0,2022-05-31 08:32:42
77.0,2022-05-31 08:32:47
75.0,2022-05-31 08:32:52
72.0,2022-05-31 08:32:57
68.0,2022-05-31 08:33:02
65.0,2022-05-31 08:33:07
66.0,2022-05-31 08:33:12
68.0,2022-05-31 08:33:17
69.0,2022-05-31 08:33:27
66.0,2022-05-31 08:33:42
67.0,2022-05-31 08:33:47
69.0,2022-05-31 08:33:57
68.0,2022-05-31 08:34:02
70.0,2022-05-31 08:34:07
71.0,2022-05-31 08:34:12
73.0,2022-05-31 08:34:17
74.0,2022-05-31 08:34:27
75.0,2022-05-31 08:34:32
76.0,2022-05-31 08:34:37
74.0,2022-05-31 08:34:42
73.0,2022-05-31 08:34:47
75.0,2022-05-31 08:34:52
74.0,2022-05-31 08:34:57
72.0,2022-05-31 08:35:02
73.0,2022-05-31 08:35:12
71.0,2022-05-31 08:35:17
72.0,2022-05-31 08:35:22
74.0,2022-05-31 08:35:27
70.0,2022-05-31 08:35:32
69.0,2022-05-31 08:35:37
69.0,2022-05-31 08:35:52
69.0,2022-05-31 08:36:07
71.0,2022-05-31 08:36:12
72.0,2022-05-31 08:36:17
70.0,2022-05-31 08:36:32
69.0,2022-05-31 08:36:37
67.0,2022-05-31 08:36:47
70.0,2022-05-31 08:36:52
72.0,2022-05-31 08:36:57
70.0,2022-05-31 08:37:02
69.0,2022-05-31 08:37:07
71.0,2022-05-31 08:37:12
70.0,2022-05-31 08:37:22
75.0,2022-05-31 08:37:27
74.0,2022-05-31 08:37:32
71.0,2022-05-31 08:37:37
71.0,2022-05-31 08:37:42
71.0,2022-05-31 08:37:47
70.0,2022-05-31 08:37:57
70.0,2022-05-31 08:38:12
69.0,2022-05-31 08:38:17
68.0,2022-05-31 08:38:22
66.0,2022-05-31 08:38:32
65.0,2022-05-31 08:38:42
67.0,2022-05-31 08:38:47
68.0,2022-05-31 08:38:52
69.0,2022-05-31 08:38:57
71.0,2022-05-31 08:39:02
70.0,2022-05-31 08:39:07
71.0,2022-05-31 08:39:12
70.0,2022-05-31 08:39:17
72.0,2022-05-31 08:39:22
73.0,2022-05-31 08:39:27
71.0,2022-05-31 08:39:32
69.0,2022-05-31 08:39:37
68.0,2022-05-31 08:39:42
68.0,2022-05-31 08:39:47
68.0,2022-05-31 08:39:52
67.0,2022-05-31 08:39:57
67.0,2022-05-31 08:40:02
67.0,2022-05-31 08:40:12
68.0,2022-05-31 08:40:17
69.0,2022-05-31 08:40:22
70.0,2022-05-31 08:40:27
69.0,2022-05-31 08:40:32
67.0,2022-05-31 08:40:42
66.0,2022-05-31 08:40:47
69.0,2022-05-31 08:40:57
74.0,2022-05-31 08:41:02
75.0,2022-05-31 08:41:07
77.0,2022-05-31 08:41:12
76.0,2022-05-31 08:41:27
75.0,2022-05-31 08:41:32
74.0,2022-05-31 08:41:37
71.0,2022-05-31 08:41:42
70.0,2022-05-31 08:41:47
71.0,2022-05-31 08:41:52
72.0,2022-05-31 08:41:57
74.0,2022-05-31 08:42:02
74.0,2022-05-31 08:42:12
74.0,2022-05-31 08:42:17
73.0,2022-05-31 08:42:22
74.0,2022-05-31 08:42:27
74.0,2022-05-31 08:42:32
75.0,2022-05-31 08:42:37
76.0,2022-05-31 08:42:42
78.0,2022-05-31 08:42:47
80.0,2022-05-31 08:42:52
81.0,2022-05-31 08:42:57
79.0,2022-05-31 08:43:02
75.0,2022-05-31 08:43:07
73.0,2022-05-31 08:43:17
74.0,2022-05-31 08:43:27
75.0,2022-05-31 08:43:37
76.0,2022-05-31 08:43:42
80.0,2022-05-31 08:43:47
81.0,2022-05-31 08:43:52
79.0,2022-05-31 08:44:07
79.0,2022-05-31 08:44:22
78.0,2022-05-31 08:44:37
77.0,2022-05-31 08:44:47
78.0,2022-05-31 08:44:57
74.0,2022-05-31 08:45:07
75.0,2022-05-31 08:45:17
76.0,2022-05-31 08:45:22
68.0,2022-05-31 08:45:27
66.0,2022-05-31 08:45:32
62.0,2022-05-31 08:45:37
60.0,2022-05-31 08:45:42
62.0,2022-05-31 08:45:47
65.0,2022-05-31 08:45:52
66.0,2022-05-31 08:45:57
73.0,2022-05-31 08:46:02
74.0,2022-05-31 08:46:07
80.0,2022-05-31 08:46:12
77.0,2022-05-31 08:46:17
78.0,2022-05-31 08:46:22
77.0,2022-05-31 08:46:27
75.0,2022-05-31 08:46:32
78.0,2022-05-31 08:46:37
80.0,2022-05-31 08:46:42
78.0,2022-05-31 08:46:47
72.0,2022-05-31 08:46:52
74.0,2022-05-31 08:46:57
77.0,2022-05-31 08:47:02
75.0,2022-05-31 08:47:17
71.0,2022-05-31 08:47:22
69.0,2022-05-31 08:47:27
66.0,2022-05-31 08:47:32
68.0,2022-05-31 08:47:37
67.0,2022-05-31 08:47:42
67.0,2022-05-31 08:47:57
70.0,2022-05-31 08:48:02
68.0,2022-05-31 08:48:17
71.0,2022-05-31 08:48:22
70.0,2022-05-31 08:48:27
69.0,2022-05-31 08:48:37
69.0,2022-05-31 08:48:42
71.0,2022-05-31 08:48:52
70.0,2022-05-31 08:48:57
71.0,2022-05-31 08:49:12
70.0,2022-05-31 08:49:22
71.0,2022-05-31 08:49:27
72.0,2022-05-31 08:49:37
70.0,2022-05-31 08:49:42
71.0,2022-05-31 08:49:52
72.0,2022-05-31 08:50:02
69.0,2022-05-31 08:50:07
68.0,2022-05-31 08:50:22
67.0,2022-05-31 08:50:27
66.0,2022-05-31 08:50:37
68.0,2022-05-31 08:50:42
70.0,2022-05-31 08:50:52
67.0,2022-05-31 08:50:57
69.0,2022-05-31 08:51:02
68.0,2022-05-31 08:51:17
69.0,2022-05-31 08:51:22
68.0,2022-05-31 08:51:27
67.0,2022-05-31 08:51:32
66.0,2022-05-31 08:51:42
67.0,2022-05-31 08:51:57
66.0,2022-05-31 08:52:02
67.0,2022-05-31 08:52:07
68.0,2022-05-31 08:52:12
70.0,2022-05-31 08:52:17
68.0,2022-05-31 08:52:22
69.0,2022-05-31 08:52:37
71.0,2022-05-31 08:52:42
72.0,2022-05-31 08:52:47
73.0,2022-05-31 08:52:52
74.0,2022-05-31 08:53:02
75.0,2022-05-31 08:53:12
75.0,2022-05-31 08:53:27
74.0,2022-05-31 08:53:37
73.0,2022-05-31 08:53:47
74.0,2022-05-31 08:53:57
72.0,2022-05-31 08:54:02
70.0,2022-05-31 08:54:07
69.0,2022-05-31 08:54:12
68.0,2022-05-31 08:54:17
70.0,2022-05-31 08:54:22
71.0,2022-05-31 08:54:27
74.0,2022-05-31 08:54:32
73.0,2022-05-31 08:54:37
74.0,2022-05-31 08:54:47
75.0,2022-05-31 08:54:57
73.0,2022-05-31 08:55:07
75.0,2022-05-31 08:55:12
74.0,2022-05-31 08:55:17
71.0,2022-05-31 08:55:22
70.0,2022-05-31 08:55:37
70.0,2022-05-31 08:55:42
80.0,2022-05-31 08:55:47
81.0,2022-05-31 08:55:52
83.0,2022-05-31 08:55:57
85.0,2022-05-31 08:56:02
86.0,2022-05-31 08:56:12
87.0,2022-05-31 08:56:22
89.0,2022-05-31 08:56:27
90.0,2022-05-31 08:56:32
89.0,2022-05-31 08:56:37
87.0,2022-05-31 08:56:42
88.0,2022-05-31 08:56:47
87.0,2022-05-31 08:56:52
88.0,2022-05-31 08:56:57
91.0,2022-05-31 08:57:02
88.0,2022-05-31 08:57:07
89.0,2022-05-31 08:57:12
88.0,2022-05-31 08:57:17
89.0,2022-05-31 08:57:27
90.0,2022-05-31 08:57:32
89.0,2022-05-31 08:57:37
88.0,2022-05-31 08:57:42
91.0,2022-05-31 08:57:47
92.0,2022-05-31 08:57:52
91.0,2022-05-31 08:57:57
93.0,2022-05-31 08:58:02
94.0,2022-05-31 08:58:07
96.0,2022-05-31 08:58:12
95.0,2022-05-31 08:58:17
94.0,2022-05-31 08:58:22
92.0,2022-05-31 08:58:27
95.0,2022-05-31 08:58:32
96.0,2022-05-31 08:58:42
95.0,2022-05-31 08:58:47
96.0,2022-05-31 08:58:52
95.0,2022-05-31 08:58:57
97.0,2022-05-31 08:59:02
96.0,2022-05-31 08:59:12
93.0,2022-05-31 08:59:17
92.0,2022-05-31 08:59:22
87.0,2022-05-31 08:59:27
84.0,2022-05-31 08:59:32
82.0,2022-05-31 08:59:37
85.0,2022-05-31 08:59:47
87.0,2022-05-31 08:59:52
85.0,2022-05-31 09:00:02
87.0,2022-05-31 09:00:07
84.0,2022-05-31 09:00:17
82.0,2022-05-31 09:00:27
83.0,2022-05-31 09:00:32
85.0,2022-05-31 09:00:37
84.0,2022-05-31 09:00:42
86.0,2022-05-31 09:00:47
87.0,2022-05-31 09:00:52
88.0,2022-05-31 09:00:57
91.0,2022-05-31 09:01:02
92.0,2022-05-31 09:01:07
91.0,2022-05-31 09:01:12
88.0,2022-05-31 09:01:22
90.0,2022-05-31 09:01:32
89.0,2022-05-31 09:01:42
88.0,2022-05-31 09:01:47
89.0,2022-05-31 09:01:57
90.0,2022-05-31 09:02:02
89.0,2022-05-31 09:02:07
86.0,2022-05-31 09:02:12
85.0,2022-05-31 09:02:17
87.0,2022-05-31 09:02:22
86.0,2022-05-31 09:02:37
87.0,2022-05-31 09:02:42
86.0,2022-05-31 09:02:47
86.0,2022-05-31 09:02:52
87.0,2022-05-31 09:03:07
86.0,2022-05-31 09:03:12
87.0,2022-05-31 09:03:17
84.0,2022-05-31 09:03:22
82.0,2022-05-31 09:03:27
81.0,2022-05-31 09:03:32
80.0,2022-05-31 09:03:37
78.0,2022-05-31 09:03:42
79.0,2022-05-31 09:03:47
80.0,2022-05-31 09:03:52
81.0,2022-05-31 09:03:57
82.0,2022-05-31 09:04:02
83.0,2022-05-31 09:04:12
84.0,2022-05-31 09:04:17
86.0,2022-05-31 09:04:22
83.0,2022-05-31 09:04:32
77.0,2022-05-31 09:04:42
81.0,2022-05-31 09:04:47
80.0,2022-05-31 09:04:52
85.0,2022-05-31 09:04:57
91.0,2022-05-31 09:05:02
93.0,2022-05-31 09:05:07
95.0,2022-05-31 09:05:12
98.0,2022-05-31 09:05:17
96.0,2022-05-31 09:05:22
97.0,2022-05-31 09:05:27
96.0,2022-05-31 09:05:32
94.0,2022-05-31 09:05:37
93.0,2022-05-31 09:05:42
95.0,2022-05-31 09:05:47
93.0,2022-05-31 09:05:52
92.0,2022-05-31 09:05:57
93.0,2022-05-31 09:06:02
92.0,2022-05-31 09:06:17
91.0,2022-05-31 09:06:22
91.0,2022-05-31 09:06:27
90.0,2022-05-31 09:06:42
91.0,2022-05-31 09:06:47
89.0,2022-05-31 09:06:52
90.0,2022-05-31 09:06:57
92.0,2022-05-31 09:07:02
93.0,2022-05-31 09:07:07
95.0,2022-05-31 09:07:12
93.0,2022-05-31 09:07:27
91.0,2022-05-31 09:07:32
92.0,2022-05-31 09:07:47
90.0,2022-05-31 09:07:52
91.0,2022-05-31 09:08:02
90.0,2022-05-31 09:08:07
91.0,2022-05-31 09:08:12
92.0,2022-05-31 09:08:17
90.0,2022-05-31 09:08:22
87.0,2022-05-31 09:08:32
84.0,2022-05-31 09:08:37
87.0,2022-05-31 09:08:42
83.0,2022-05-31 09:08:47
88.0,2022-05-31 09:08:52
79.0,2022-05-31 09:08:57
81.0,2022-05-31 09:09:02
80.0,2022-05-31 09:09:07
79.0,2022-05-31 09:09:12
79.0,2022-05-31 09:09:17
81.0,2022-05-31 09:09:22
82.0,2022-05-31 09:09:27
81.0,2022-05-31 09:09:32
80.0,2022-05-31 09:09:37
78.0,2022-05-31 09:09:42
76.0,2022-05-31 09:09:47
75.0,2022-05-31 09:09:57
78.0,2022-05-31 09:10:02
77.0,2022-05-31 09:10:07
78.0,2022-05-31 09:10:12
77.0,2022-05-31 09:10:17
76.0,2022-05-31 09:10:22
77.0,2022-05-31 09:10:37
76.0,2022-05-31 09:10:47
75.0,2022-05-31 09:10:57
76.0,2022-05-31 09:11:12
75.0,2022-05-31 09:11:17
76.0,2022-05-31 09:11:27
79.0,2022-05-31 09:11:32
83.0,2022-05-31 09:11:37
82.0,2022-05-31 09:11:42
80.0,2022-05-31 09:11:47
76.0,2022-05-31 09:11:57
73.0,2022-05-31 09:12:02
72.0,2022-05-31 09:12:07
75.0,2022-05-31 09:12:17
80.0,2022-05-31 09:12:22
79.0,2022-05-31 09:12:27
82.0,2022-05-31 09:12:32
74.0,2022-05-31 09:12:37
72.0,2022-05-31 09:12:42
69.0,2022-05-31 09:12:47
68.0,2022-05-31 09:12:52
70.0,2022-05-31 09:12:57
71.0,2022-05-31 09:13:02
69.0,2022-05-31 09:13:12
68.0,2022-05-31 09:13:17
70.0,2022-05-31 09:13:22
71.0,2022-05-31 09:13:32
72.0,2022-05-31 09:13:37
73.0,2022-05-31 09:13:42
77.0,2022-05-31 09:13:47
73.0,2022-05-31 09:13:52
71.0,2022-05-31 09:14:02
71.0,2022-05-31 09:14:17
72.0,2022-05-31 09:14:27
69.0,2022-05-31 09:14:37
67.0,2022-05-31 09:14:42
64.0,2022-05-31 09:14:47
62.0,2022-05-31 09:14:52
62.0,2022-05-31 09:14:57
63.0,2022-05-31 09:15:02
63.0,2022-05-31 09:15:17
64.0,2022-05-31 09:15:22
66.0,2022-05-31 09:15:27
64.0,2022-05-31 09:15:32
63.0,2022-05-31 09:15:37
67.0,2022-05-31 09:15:52
71.0,2022-05-31 09:15:57
70.0,2022-05-31 09:16:02
69.0,2022-05-31 09:16:07
68.0,2022-05-31 09:16:17
72.0,2022-05-31 09:16:22
73.0,2022-05-31 09:16:27
72.0,2022-05-31 09:16:37
71.0,2022-05-31 09:16:42
70.0,2022-05-31 09:16:47
70.0,2022-05-31 09:17:02
69.0,2022-05-31 09:17:07
70.0,2022-05-31 09:17:17
71.0,2022-05-31 09:17:27
73.0,2022-05-31 09:17:32
70.0,2022-05-31 09:17:37
68.0,2022-05-31 09:17:47
65.0,2022-05-31 09:17:52
64.0,2022-05-31 09:17:57
65.0,2022-05-31 09:18:07
65.0,2022-05-31 09:18:12
67.0,2022-05-31 09:18:17
68.0,2022-05-31 09:18:22
71.0,2022-05-31 09:18:27
74.0,2022-05-31 09:18:32
73.0,2022-05-31 09:18:42
72.0,2022-05-31 09:18:52
71.0,2022-05-31 09:18:57
69.0,2022-05-31 09:19:02
70.0,2022-05-31 09:19:07
72.0,2022-05-31 09:19:12
73.0,2022-05-31 09:19:17
69.0,2022-05-31 09:19:22
65.0,2022-05-31 09:19:32
64.0,2022-05-31 09:19:37
64.0,2022-05-31 09:19:52
65.0,2022-05-31 09:19:57
66.0,2022-05-31 09:20:02
64.0,2022-05-31 09:20:07
67.0,2022-05-31 09:20:17
74.0,2022-05-31 09:20:22
77.0,2022-05-31 09:20:27
78.0,2022-05-31 09:20:47
78.0,2022-05-31 09:21:02
76.0,2022-05-31 09:21:07
75.0,2022-05-31 09:21:15
74.0,2022-05-31 09:21:25
72.0,2022-05-31 09:21:30
73.0,2022-05-31 09:21:35
76.0,2022-05-31 09:21:40
77.0,2022-05-31 09:21:45
80.0,2022-05-31 09:21:50
81.0,2022-05-31 09:22:00
80.0,2022-05-31 09:22:10
78.0,2022-05-31 09:22:15
77.0,2022-05-31 09:22:20
75.0,2022-05-31 09:22:25
74.0,2022-05-31 09:22:30
77.0,2022-05-31 09:22:35
79.0,2022-05-31 09:22:40
80.0,2022-05-31 09:22:45
82.0,2022-05-31 09:23:00
84.0,2022-05-31 09:23:05
84.0,2022-05-31 09:23:10
83.0,2022-05-31 09:23:15
82.0,2022-05-31 09:23:20
81.0,2022-05-31 09:23:25
78.0,2022-05-31 09:23:30
77.0,2022-05-31 09:23:35
77.0,2022-05-31 09:23:40
75.0,2022-05-31 09:23:50
76.0,2022-05-31 09:23:55
76.0,2022-05-31 09:24:00
82.0,2022-05-31 09:24:10
85.0,2022-05-31 09:24:15
86.0,2022-05-31 09:24:20
87.0,2022-05-31 09:24:30
85.0,2022-05-31 09:24:45
84.0,2022-05-31 09:24:50
85.0,2022-05-31 09:24:55
87.0,2022-05-31 09:25:00
88.0,2022-05-31 09:25:10
89.0,2022-05-31 09:25:15
88.0,2022-05-31 09:25:20
86.0,2022-05-31 09:25:25
84.0,2022-05-31 09:25:30
83.0,2022-05-31 09:25:35
85.0,2022-05-31 09:25:40
84.0,2022-05-31 09:25:50
85.0,2022-05-31 09:25:55
86.0,2022-05-31 09:26:00
85.0,2022-05-31 09:26:05
86.0,2022-05-31 09:26:10
87.0,2022-05-31 09:26:15
88.0,2022-05-31 09:26:20
88.0,2022-05-31 09:26:25
92.0,2022-05-31 09:26:30
93.0,2022-05-31 09:26:35
92.0,2022-05-31 09:26:40
92.0,2022-05-31 09:26:45
91.0,2022-05-31 09:26:55
90.0,2022-05-31 09:27:00
91.0,2022-05-31 09:27:05
92.0,2022-05-31 09:27:10
93.0,2022-05-31 09:27:15
94.0,2022-05-31 09:27:20
93.0,2022-05-31 09:27:35
95.0,2022-05-31 09:27:40
96.0,2022-05-31 09:27:45
95.0,2022-05-31 09:27:50
92.0,2022-05-31 09:27:55
88.0,2022-05-31 09:28:00
83.0,2022-05-31 09:28:05
82.0,2022-05-31 09:28:10
83.0,2022-05-31 09:28:15
79.0,2022-05-31 09:28:20
75.0,2022-05-31 09:28:25
74.0,2022-05-31 09:28:35
72.0,2022-05-31 09:28:40
71.0,2022-05-31 09:28:45
68.0,2022-05-31 09:28:50
67.0,2022-05-31 09:28:55
67.0,2022-05-31 09:29:10
70.0,2022-05-31 09:29:20
71.0,2022-05-31 09:29:25
73.0,2022-05-31 09:29:30
72.0,2022-05-31 09:29:35
75.0,2022-05-31 09:29:40
73.0,2022-05-31 09:29:45
67.0,2022-05-31 09:29:50
68.0,2022-05-31 09:29:55
67.0,2022-05-31 09:30:00
68.0,2022-05-31 09:30:05
72.0,2022-05-31 09:30:20
75.0,2022-05-31 09:30:25
72.0,2022-05-31 09:30:40
73.0,2022-05-31 09:30:45
68.0,2022-05-31 09:30:50
70.0,2022-05-31 09:30:55
75.0,2022-05-31 09:31:00
79.0,2022-05-31 09:31:10
83.0,2022-05-31 09:31:20
84.0,2022-05-31 09:31:25
83.0,2022-05-31 09:31:30
85.0,2022-05-31 09:31:35
81.0,2022-05-31 09:31:45
82.0,2022-05-31 09:31:50
83.0,2022-05-31 09:31:55
86.0,2022-05-31 09:32:00
88.0,2022-05-31 09:32:05
89.0,2022-05-31 09:32:15
89.0,2022-05-31 09:32:30
90.0,2022-05-31 09:32:35
89.0,2022-05-31 09:32:40
87.0,2022-05-31 09:32:45
84.0,2022-05-31 09:33:00
82.0,2022-05-31 09:33:05
83.0,2022-05-31 09:33:20
86.0,2022-05-31 09:33:30
89.0,2022-05-31 09:33:35
90.0,2022-05-31 09:33:45
94.0,2022-05-31 09:33:50
93.0,2022-05-31 09:34:05
94.0,2022-05-31 09:34:10
96.0,2022-05-31 09:34:15
97.0,2022-05-31 09:34:20
98.0,2022-05-31 09:34:25
97.0,2022-05-31 09:34:30
94.0,2022-05-31 09:34:35
96.0,2022-05-31 09:34:40
99.0,2022-05-31 09:34:45
97.0,2022-05-31 09:34:50
95.0,2022-05-31 09:35:00
94.0,2022-05-31 09:35:05
95.0,2022-05-31 09:35:15
98.0,2022-05-31 09:35:20
97.0,2022-05-31 09:35:25
