value,datetime
78.0,2022-05-31 15:44:22
76.0,2022-05-31 15:44:27
77.0,2022-05-31 15:44:37
70.0,2022-05-31 15:44:42
72.0,2022-05-31 15:44:47
75.0,2022-05-31 15:44:52
76.0,2022-05-31 15:45:02
75.0,2022-05-31 15:45:07
76.0,2022-05-31 15:45:12
79.0,2022-05-31 15:45:17
78.0,2022-05-31 15:45:22
77.0,2022-05-31 15:45:27
70.0,2022-05-31 15:45:32
69.0,2022-05-31 15:45:37
68.0,2022-05-31 15:45:52
67.0,2022-05-31 15:45:57
69.0,2022-05-31 15:46:07
69.0,2022-05-31 15:46:17
71.0,2022-05-31 15:46:22
76.0,2022-05-31 15:46:37
78.0,2022-05-31 15:46:42
79.0,2022-05-31 15:46:47
82.0,2022-05-31 15:46:52
83.0,2022-05-31 15:46:57
84.0,2022-05-31 15:47:07
83.0,2022-05-31 15:47:12
83.0,2022-05-31 15:47:17
81.0,2022-05-31 15:47:22
82.0,2022-05-31 15:47:27
80.0,2022-05-31 15:47:32
78.0,2022-05-31 15:47:37
77.0,2022-05-31 15:47:42
79.0,2022-05-31 15:47:47
81.0,2022-05-31 15:47:52
80.0,2022-05-31 15:47:57
81.0,2022-05-31 15:48:02
79.0,2022-05-31 15:48:07
76.0,2022-05-31 15:48:12
72.0,2022-05-31 15:48:17
74.0,2022-05-31 15:48:22
73.0,2022-05-31 15:48:27
78.0,2022-05-31 15:48:32
77.0,2022-05-31 15:48:37
79.0,2022-05-31 15:48:47
80.0,2022-05-31 15:48:57
81.0,2022-05-31 15:49:02
80.0,2022-05-31 15:49:07
83.0,2022-05-31 15:49:12
80.0,2022-05-31 15:49:17
79.0,2022-05-31 15:49:27
77.0,2022-05-31 15:49:32
78.0,2022-05-31 15:49:37
77.0,2022-05-31 15:49:42
80.0,2022-05-31 15:49:47
79.0,2022-05-31 15:49:52
77.0,2022-05-31 15:49:57
78.0,2022-05-31 15:50:02
77.0,2022-05-31 15:50:07
76.0,2022-05-31 15:50:17
75.0,2022-05-31 15:50:27
76.0,2022-05-31 15:50:32
77.0,2022-05-31 15:50:42
79.0,2022-05-31 15:50:47
80.0,2022-05-31 15:50:52
79.0,2022-05-31 15:51:02
78.0,2022-05-31 15:51:07
79.0,2022-05-31 15:51:12
78.0,2022-05-31 15:51:17
77.0,2022-05-31 15:51:22
76.0,2022-05-31 15:51:27
77.0,2022-05-31 15:51:32
75.0,2022-05-31 15:51:37
73.0,2022-05-31 15:51:42
72.0,2022-05-31 15:51:47
73.0,2022-05-31 15:51:52
72.0,2022-05-31 15:52:02
70.0,2022-05-31 15:52:07
71.0,2022-05-31 15:52:12
75.0,2022-05-31 15:52:17
76.0,2022-05-31 15:52:22
77.0,2022-05-31 15:52:27
75.0,2022-05-31 15:52:32
77.0,2022-05-31 15:52:37
78.0,2022-05-31 15:52:42
79.0,2022-05-31 15:52:47
81.0,2022-05-31 15:52:57
79.0,2022-05-31 15:53:02
80.0,2022-05-31 15:53:07
78.0,2022-05-31 15:53:12
76.0,2022-05-31 15:53:22
81.0,2022-05-31 15:53:27
78.0,2022-05-31 15:53:32
81.0,2022-05-31 15:53:37
77.0,2022-05-31 15:53:42
76.0,2022-05-31 15:53:52
76.0,2022-05-31 15:54:03
75.0,2022-05-31 15:54:08
76.0,2022-05-31 15:54:13
75.0,2022-05-31 15:54:18
76.0,2022-05-31 15:54:23
75.0,2022-05-31 15:54:28
76.0,2022-05-31 15:54:38
74.0,2022-05-31 15:54:43
73.0,2022-05-31 15:54:48
72.0,2022-05-31 15:54:53
70.0,2022-05-31 15:54:58
69.0,2022-05-31 15:55:08
70.0,2022-05-31 15:55:13
69.0,2022-05-31 15:55:23
68.0,2022-05-31 15:55:28
67.0,2022-05-31 15:55:33
68.0,2022-05-31 15:55:38
69.0,2022-05-31 15:55:48
68.0,2022-05-31 15:55:53
69.0,2022-05-31 15:56:03
70.0,2022-05-31 15:56:08
71.0,2022-05-31 15:56:13
70.0,2022-05-31 15:56:18
72.0,2022-05-31 15:56:23
71.0,2022-05-31 15:56:28
72.0,2022-05-31 15:56:33
73.0,2022-05-31 15:56:48
71.0,2022-05-31 15:56:53
73.0,2022-05-31 15:56:58
72.0,2022-05-31 15:57:03
74.0,2022-05-31 15:57:08
71.0,2022-05-31 15:57:13
73.0,2022-05-31 15:57:23
74.0,2022-05-31 15:57:28
75.0,2022-05-31 15:57:38
76.0,2022-05-31 15:57:43
75.0,2022-05-31 15:57:48
71.0,2022-05-31 15:57:53
70.0,2022-05-31 15:58:03
69.0,2022-05-31 15:58:08
71.0,2022-05-31 15:58:13
74.0,2022-05-31 15:58:23
77.0,2022-05-31 15:58:33
75.0,2022-05-31 15:58:38
76.0,2022-05-31 15:58:48
75.0,2022-05-31 15:58:53
74.0,2022-05-31 15:58:58
75.0,2022-05-31 15:59:03
74.0,2022-05-31 15:59:08
77.0,2022-05-31 15:59:18
80.0,2022-05-31 15:59:28
81.0,2022-05-31 15:59:38
76.0,2022-05-31 15:59:43
75.0,2022-05-31 15:59:53
73.0,2022-05-31 15:59:58
69.0,2022-05-31 16:00:03
66.0,2022-05-31 16:00:08
63.0,2022-05-31 16:00:13
62.0,2022-05-31 16:00:18
61.0,2022-05-31 16:00:23
61.0,2022-05-31 16:00:28
62.0,2022-05-31 16:00:38
67.0,2022-05-31 16:00:43
70.0,2022-05-31 16:00:48
73.0,2022-05-31 16:00:53
74.0,2022-05-31 16:00:58
75.0,2022-05-31 16:01:03
74.0,2022-05-31 16:01:08
72.0,2022-05-31 16:01:13
71.0,2022-05-31 16:01:18
71.0,2022-05-31 16:01:23
73.0,2022-05-31 16:01:28
71.0,2022-05-31 16:01:33
69.0,2022-05-31 16:01:38
72.0,2022-05-31 16:01:43
75.0,2022-05-31 16:01:48
71.0,2022-05-31 16:01:53
69.0,2022-05-31 16:01:58
68.0,2022-05-31 16:02:03
67.0,2022-05-31 16:02:08
67.0,2022-05-31 16:02:23
66.0,2022-05-31 16:02:28
65.0,2022-05-31 16:02:38
65.0,2022-05-31 16:02:43
67.0,2022-05-31 16:02:53
69.0,2022-05-31 16:02:58
71.0,2022-05-31 16:03:03
72.0,2022-05-31 16:03:13
73.0,2022-05-31 16:03:23
71.0,2022-05-31 16:03:28
69.0,2022-05-31 16:03:33
72.0,2022-05-31 16:03:48
73.0,2022-05-31 16:03:53
69.0,2022-05-31 16:03:58
70.0,2022-05-31 16:04:03
68.0,2022-05-31 16:04:08
65.0,2022-05-31 16:04:13
67.0,2022-05-31 16:04:18
66.0,2022-05-31 16:04:23
67.0,2022-05-31 16:04:28
69.0,2022-05-31 16:04:37
70.0,2022-05-31 16:04:43
68.0,2022-05-31 16:04:53
71.0,2022-05-31 16:04:58
73.0,2022-05-31 16:05:03
75.0,2022-05-31 16:05:08
74.0,2022-05-31 16:05:13
72.0,2022-05-31 16:05:23
69.0,2022-05-31 16:05:28
68.0,2022-05-31 16:05:33
67.0,2022-05-31 16:05:43
65.0,2022-05-31 16:05:48
66.0,2022-05-31 16:05:53
67.0,2022-05-31 16:05:58
70.0,2022-05-31 16:06:03
70.0,2022-05-31 16:06:18
69.0,2022-05-31 16:06:23
71.0,2022-05-31 16:06:33
70.0,2022-05-31 16:06:38
68.0,2022-05-31 16:06:48
70.0,2022-05-31 16:06:53
72.0,2022-05-31 16:06:58
71.0,2022-05-31 16:07:03
72.0,2022-05-31 16:07:08
71.0,2022-05-31 16:07:13
72.0,2022-05-31 16:07:18
73.0,2022-05-31 16:07:23
71.0,2022-05-31 16:07:28
67.0,2022-05-31 16:07:33
68.0,2022-05-31 16:07:38
66.0,2022-05-31 16:07:43
67.0,2022-05-31 16:07:53
68.0,2022-05-31 16:07:58
69.0,2022-05-31 16:08:03
70.0,2022-05-31 16:08:13
72.0,2022-05-31 16:08:18
71.0,2022-05-31 16:08:28
70.0,2022-05-31 16:08:38
72.0,2022-05-31 16:08:43
71.0,2022-05-31 16:08:48
70.0,2022-05-31 16:08:58
70.0,2022-05-31 16:09:13
71.0,2022-05-31 16:09:18
72.0,2022-05-31 16:09:28
73.0,2022-05-31 16:09:33
74.0,2022-05-31 16:09:38
72.0,2022-05-31 16:09:48
74.0,2022-05-31 16:09:58
73.0,2022-05-31 16:10:03
75.0,2022-05-31 16:10:08
77.0,2022-05-31 16:10:13
76.0,2022-05-31 16:10:18
82.0,2022-05-31 16:10:23
77.0,2022-05-31 16:10:28
78.0,2022-05-31 16:10:33
77.0,2022-05-31 16:10:38
78.0,2022-05-31 16:10:43
79.0,2022-05-31 16:10:53
78.0,2022-05-31 16:10:58
83.0,2022-05-31 16:11:03
82.0,2022-05-31 16:11:08
81.0,2022-05-31 16:11:13
86.0,2022-05-31 16:11:18
82.0,2022-05-31 16:11:23
84.0,2022-05-31 16:11:28
79.0,2022-05-31 16:11:33
81.0,2022-05-31 16:11:38
79.0,2022-05-31 16:11:43
78.0,2022-05-31 16:11:48
82.0,2022-05-31 16:11:53
80.0,2022-05-31 16:11:58
79.0,2022-05-31 16:12:03
80.0,2022-05-31 16:12:08
81.0,2022-05-31 16:12:18
82.0,2022-05-31 16:12:28
83.0,2022-05-31 16:12:33
85.0,2022-05-31 16:12:38
86.0,2022-05-31 16:12:43
87.0,2022-05-31 16:12:48
88.0,2022-05-31 16:12:53
87.0,2022-05-31 16:12:58
83.0,2022-05-31 16:13:03
85.0,2022-05-31 16:13:08
86.0,2022-05-31 16:13:13
87.0,2022-05-31 16:13:23
88.0,2022-05-31 16:13:28
89.0,2022-05-31 16:13:38
88.0,2022-05-31 16:13:43
84.0,2022-05-31 16:13:53
83.0,2022-05-31 16:13:58
81.0,2022-05-31 16:14:03
82.0,2022-05-31 16:14:08
81.0,2022-05-31 16:14:13
83.0,2022-05-31 16:14:18
80.0,2022-05-31 16:14:23
86.0,2022-05-31 16:14:28
84.0,2022-05-31 16:14:33
85.0,2022-05-31 16:14:38
86.0,2022-05-31 16:14:43
78.0,2022-05-31 16:14:48
79.0,2022-05-31 16:14:53
76.0,2022-05-31 16:14:58
80.0,2022-05-31 16:15:03
77.0,2022-05-31 16:15:08
75.0,2022-05-31 16:15:18
76.0,2022-05-31 16:15:23
73.0,2022-05-31 16:15:33
75.0,2022-05-31 16:15:38
76.0,2022-05-31 16:15:43
74.0,2022-05-31 16:15:48
77.0,2022-05-31 16:15:53
74.0,2022-05-31 16:16:03
69.0,2022-05-31 16:16:08
67.0,2022-05-31 16:16:13
66.0,2022-05-31 16:16:18
65.0,2022-05-31 16:16:23
71.0,2022-05-31 16:16:28
76.0,2022-05-31 16:16:33
74.0,2022-05-31 16:16:38
71.0,2022-05-31 16:16:48
65.0,2022-05-31 16:16:53
63.0,2022-05-31 16:16:58
64.0,2022-05-31 16:17:03
63.0,2022-05-31 16:17:08
58.0,2022-05-31 16:17:13
59.0,2022-05-31 16:17:18
60.0,2022-05-31 16:17:23
59.0,2022-05-31 16:17:28
60.0,2022-05-31 16:17:38
60.0,2022-05-31 16:17:53
61.0,2022-05-31 16:18:03
62.0,2022-05-31 16:18:08
63.0,2022-05-31 16:18:13
67.0,2022-05-31 16:18:28
66.0,2022-05-31 16:18:33
69.0,2022-05-31 16:18:38
68.0,2022-05-31 16:18:43
64.0,2022-05-31 16:18:48
63.0,2022-05-31 16:18:53
67.0,2022-05-31 16:19:03
70.0,2022-05-31 16:19:08
74.0,2022-05-31 16:19:13
73.0,2022-05-31 16:19:18
72.0,2022-05-31 16:19:23
73.0,2022-05-31 16:19:28
70.0,2022-05-31 16:19:33
71.0,2022-05-31 16:19:43
70.0,2022-05-31 16:19:48
71.0,2022-05-31 16:19:53
72.0,2022-05-31 16:19:58
71.0,2022-05-31 16:20:08
70.0,2022-05-31 16:20:13
71.0,2022-05-31 16:20:23
73.0,2022-05-31 16:20:28
74.0,2022-05-31 16:20:38
73.0,2022-05-31 16:20:43
71.0,2022-05-31 16:20:48
74.0,2022-05-31 16:20:53
74.0,2022-05-31 16:21:08
73.0,2022-05-31 16:21:23
71.0,2022-05-31 16:21:28
71.0,2022-05-31 16:21:43
72.0,2022-05-31 16:21:48
73.0,2022-05-31 16:21:53
75.0,2022-05-31 16:21:58
75.0,2022-05-31 16:22:13
72.0,2022-05-31 16:22:18
75.0,2022-05-31 16:22:28
74.0,2022-05-31 16:22:33
75.0,2022-05-31 16:22:38
74.0,2022-05-31 16:22:48
75.0,2022-05-31 16:22:53
74.0,2022-05-31 16:23:03
75.0,2022-05-31 16:23:08
74.0,2022-05-31 16:23:13
72.0,2022-05-31 16:23:18
74.0,2022-05-31 16:23:23
73.0,2022-05-31 16:23:28
74.0,2022-05-31 16:23:33
74.0,2022-05-31 16:23:48
73.0,2022-05-31 16:23:58
72.0,2022-05-31 16:24:08
72.0,2022-05-31 16:24:23
69.0,2022-05-31 16:24:38
70.0,2022-05-31 16:24:43
70.0,2022-05-31 16:24:58
69.0,2022-05-31 16:25:03
70.0,2022-05-31 16:25:18
72.0,2022-05-31 16:25:33
74.0,2022-05-31 16:25:38
74.0,2022-05-31 16:25:43
72.0,2022-05-31 16:25:53
73.0,2022-05-31 16:25:58
74.0,2022-05-31 16:26:03
76.0,2022-05-31 16:26:08
77.0,2022-05-31 16:26:18
75.0,2022-05-31 16:26:23
74.0,2022-05-31 16:26:28
75.0,2022-05-31 16:26:43
73.0,2022-05-31 16:26:48
74.0,2022-05-31 16:26:53
76.0,2022-05-31 16:27:08
74.0,2022-05-31 16:27:13
77.0,2022-05-31 16:27:18
76.0,2022-05-31 16:27:23
75.0,2022-05-31 16:27:28
76.0,2022-05-31 16:27:33
74.0,2022-05-31 16:27:38
76.0,2022-05-31 16:27:43
75.0,2022-05-31 16:27:48
76.0,2022-05-31 16:27:58
75.0,2022-05-31 16:28:03
76.0,2022-05-31 16:28:08
75.0,2022-05-31 16:28:13
75.0,2022-05-31 16:28:28
79.0,2022-05-31 16:28:43
77.0,2022-05-31 16:28:48
77.0,2022-05-31 16:28:53
76.0,2022-05-31 16:28:58
74.0,2022-05-31 16:29:03
73.0,2022-05-31 16:29:13
75.0,2022-05-31 16:29:23
74.0,2022-05-31 16:29:33
76.0,2022-05-31 16:29:48
75.0,2022-05-31 16:29:53
77.0,2022-05-31 16:29:58
79.0,2022-05-31 16:30:13
76.0,2022-05-31 16:30:18
80.0,2022-05-31 16:30:23
78.0,2022-05-31 16:30:28
77.0,2022-05-31 16:30:33
74.0,2022-05-31 16:30:38
75.0,2022-05-31 16:30:48
76.0,2022-05-31 16:30:53
75.0,2022-05-31 16:31:08
74.0,2022-05-31 16:31:13
72.0,2022-05-31 16:31:18
74.0,2022-05-31 16:31:23
73.0,2022-05-31 16:31:28
72.0,2022-05-31 16:31:38
73.0,2022-05-31 16:31:43
76.0,2022-05-31 16:31:48
77.0,2022-05-31 16:31:58
74.0,2022-05-31 16:32:03
76.0,2022-05-31 16:32:08
75.0,2022-05-31 16:32:23
77.0,2022-05-31 16:32:28
76.0,2022-05-31 16:32:33
75.0,2022-05-31 16:32:43
74.0,2022-05-31 16:32:53
73.0,2022-05-31 16:32:58
73.0,2022-05-31 16:33:13
72.0,2022-05-31 16:33:18
74.0,2022-05-31 16:33:28
71.0,2022-05-31 16:33:43
73.0,2022-05-31 16:33:48
75.0,2022-05-31 16:33:53
74.0,2022-05-31 16:33:58
77.0,2022-05-31 16:34:03
73.0,2022-05-31 16:34:08
77.0,2022-05-31 16:34:13
73.0,2022-05-31 16:34:18
75.0,2022-05-31 16:34:23
73.0,2022-05-31 16:34:28
72.0,2022-05-31 16:34:33
68.0,2022-05-31 16:34:38
71.0,2022-05-31 16:34:43
70.0,2022-05-31 16:34:48
73.0,2022-05-31 16:34:53
75.0,2022-05-31 16:34:58
73.0,2022-05-31 16:35:03
73.0,2022-05-31 16:35:08
71.0,2022-05-31 16:35:18
70.0,2022-05-31 16:35:28
71.0,2022-05-31 16:35:38
74.0,2022-05-31 16:35:53
73.0,2022-05-31 16:35:58
75.0,2022-05-31 16:36:08
72.0,2022-05-31 16:36:13
71.0,2022-05-31 16:36:23
73.0,2022-05-31 16:36:28
74.0,2022-05-31 16:36:33
75.0,2022-05-31 16:36:38
72.0,2022-05-31 16:36:43
73.0,2022-05-31 16:36:48
72.0,2022-05-31 16:36:53
75.0,2022-05-31 16:36:58
76.0,2022-05-31 16:37:03
79.0,2022-05-31 16:37:08
89.0,2022-05-31 16:37:13
88.0,2022-05-31 16:37:18
92.0,2022-05-31 16:37:23
87.0,2022-05-31 16:37:28
94.0,2022-05-31 16:37:33
90.0,2022-05-31 16:37:38
87.0,2022-05-31 16:37:43
91.0,2022-05-31 16:37:48
98.0,2022-05-31 16:37:53
88.0,2022-05-31 16:37:58
87.0,2022-05-31 16:38:03
90.0,2022-05-31 16:38:08
89.0,2022-05-31 16:38:13
93.0,2022-05-31 16:38:18
96.0,2022-05-31 16:38:23
95.0,2022-05-31 16:38:28
97.0,2022-05-31 16:38:33
86.0,2022-05-31 16:38:38
85.0,2022-05-31 16:38:43
82.0,2022-05-31 16:38:48
81.0,2022-05-31 16:38:53
82.0,2022-05-31 16:38:58
78.0,2022-05-31 16:39:03
77.0,2022-05-31 16:39:08
72.0,2022-05-31 16:39:13
70.0,2022-05-31 16:39:23
73.0,2022-05-31 16:39:33
77.0,2022-05-31 16:39:38
76.0,2022-05-31 16:39:43
80.0,2022-05-31 16:39:48
74.0,2022-05-31 16:39:58
70.0,2022-05-31 16:40:03
73.0,2022-05-31 16:40:08
73.0,2022-05-31 16:40:13
65.0,2022-05-31 16:40:18
69.0,2022-05-31 16:40:23
67.0,2022-05-31 16:40:28
65.0,2022-05-31 16:40:33
63.0,2022-05-31 16:40:43
65.0,2022-05-31 16:40:53
64.0,2022-05-31 16:40:58
63.0,2022-05-31 16:41:03
64.0,2022-05-31 16:41:13
63.0,2022-05-31 16:41:18
60.0,2022-05-31 16:41:23
61.0,2022-05-31 16:41:28
63.0,2022-05-31 16:41:43
60.0,2022-05-31 16:41:53
59.0,2022-05-31 16:41:58
58.0,2022-05-31 16:42:03
59.0,2022-05-31 16:42:18
60.0,2022-05-31 16:42:23
64.0,2022-05-31 16:42:28
65.0,2022-05-31 16:42:33
68.0,2022-05-31 16:42:38
70.0,2022-05-31 16:42:43
68.0,2022-05-31 16:42:48
66.0,2022-05-31 16:42:53
68.0,2022-05-31 16:42:58
72.0,2022-05-31 16:43:03
75.0,2022-05-31 16:43:08
76.0,2022-05-31 16:43:13
77.0,2022-05-31 16:43:23
78.0,2022-05-31 16:43:28
80.0,2022-05-31 16:43:33
83.0,2022-05-31 16:43:38
85.0,2022-05-31 16:43:48
82.0,2022-05-31 16:43:58
78.0,2022-05-31 16:44:03
73.0,2022-05-31 16:44:08
68.0,2022-05-31 16:44:13
67.0,2022-05-31 16:44:18
66.0,2022-05-31 16:44:23
62.0,2022-05-31 16:44:28
65.0,2022-05-31 16:44:33
71.0,2022-05-31 16:44:38
75.0,2022-05-31 16:44:43
71.0,2022-05-31 16:44:48
73.0,2022-05-31 16:44:53
69.0,2022-05-31 16:44:58
64.0,2022-05-31 16:45:03
60.0,2022-05-31 16:45:08
59.0,2022-05-31 16:45:13
59.0,2022-05-31 16:45:18
61.0,2022-05-31 16:45:23
63.0,2022-05-31 16:45:28
65.0,2022-05-31 16:45:33
65.0,2022-05-31 16:45:38
67.0,2022-05-31 16:45:43
66.0,2022-05-31 16:45:48
64.0,2022-05-31 16:45:53
63.0,2022-05-31 16:45:58
64.0,2022-05-31 16:46:03
63.0,2022-05-31 16:46:08
62.0,2022-05-31 16:46:13
64.0,2022-05-31 16:46:18
66.0,2022-05-31 16:46:28
68.0,2022-05-31 16:46:33
67.0,2022-05-31 16:46:43
66.0,2022-05-31 16:46:48
67.0,2022-05-31 16:46:53
65.0,2022-05-31 16:46:58
63.0,2022-05-31 16:47:03
62.0,2022-05-31 16:47:13
65.0,2022-05-31 16:47:18
62.0,2022-05-31 16:47:23
64.0,2022-05-31 16:47:28
63.0,2022-05-31 16:47:33
64.0,2022-05-31 16:47:43
65.0,2022-05-31 16:47:48
66.0,2022-05-31 16:47:53
65.0,2022-05-31 16:48:03
63.0,2022-05-31 16:48:13
66.0,2022-05-31 16:48:28
65.0,2022-05-31 16:48:33
67.0,2022-05-31 16:48:38
66.0,2022-05-31 16:48:48
65.0,2022-05-31 16:48:53
64.0,2022-05-31 16:48:58
61.0,2022-05-31 16:49:03
58.0,2022-05-31 16:49:08
60.0,2022-05-31 16:49:18
61.0,2022-05-31 16:49:23
62.0,2022-05-31 16:49:33
64.0,2022-05-31 16:49:43
63.0,2022-05-31 16:49:48
61.0,2022-05-31 16:49:53
60.0,2022-05-31 16:49:58
58.0,2022-05-31 16:50:03
56.0,2022-05-31 16:50:08
57.0,2022-05-31 16:50:13
61.0,2022-05-31 16:50:18
63.0,2022-05-31 16:50:23
65.0,2022-05-31 16:50:28
64.0,2022-05-31 16:50:33
65.0,2022-05-31 16:50:38
63.0,2022-05-31 16:50:43
62.0,2022-05-31 16:50:48
62.0,2022-05-31 16:50:53
63.0,2022-05-31 16:50:58
62.0,2022-05-31 16:51:13
61.0,2022-05-31 16:51:18
64.0,2022-05-31 16:51:33
64.0,2022-05-31 16:51:43
61.0,2022-05-31 16:51:48
60.0,2022-05-31 16:51:53
60.0,2022-05-31 16:51:58
61.0,2022-05-31 16:52:03
60.0,2022-05-31 16:52:13
58.0,2022-05-31 16:52:18
59.0,2022-05-31 16:52:28
58.0,2022-05-31 16:52:33
58.0,2022-05-31 16:52:38
59.0,2022-05-31 16:52:43
60.0,2022-05-31 16:52:48
61.0,2022-05-31 16:53:03
62.0,2022-05-31 16:53:08
64.0,2022-05-31 16:53:13
66.0,2022-05-31 16:53:23
67.0,2022-05-31 16:53:28
69.0,2022-05-31 16:53:33
71.0,2022-05-31 16:53:38
72.0,2022-05-31 16:53:43
71.0,2022-05-31 16:53:48
70.0,2022-05-31 16:53:58
66.0,2022-05-31 16:54:03
64.0,2022-05-31 16:54:08
62.0,2022-05-31 16:54:13
62.0,2022-05-31 16:54:18
62.0,2022-05-31 16:54:33
63.0,2022-05-31 16:54:38
61.0,2022-05-31 16:54:43
60.0,2022-05-31 16:54:48
62.0,2022-05-31 16:54:53
60.0,2022-05-31 16:55:03
58.0,2022-05-31 16:55:08
60.0,2022-05-31 16:55:13
62.0,2022-05-31 16:55:18
62.0,2022-05-31 16:55:23
63.0,2022-05-31 16:55:28
61.0,2022-05-31 16:55:33
61.0,2022-05-31 16:55:48
61.0,2022-05-31 16:55:53
62.0,2022-05-31 16:55:58
65.0,2022-05-31 16:56:13
64.0,2022-05-31 16:56:18
62.0,2022-05-31 16:56:23
61.0,2022-05-31 16:56:28
62.0,2022-05-31 16:56:33
66.0,2022-05-31 16:56:38
67.0,2022-05-31 16:56:48
68.0,2022-05-31 16:56:53
69.0,2022-05-31 16:57:03
70.0,2022-05-31 16:57:08
72.0,2022-05-31 16:57:13
71.0,2022-05-31 16:57:18
68.0,2022-05-31 16:57:23
66.0,2022-05-31 16:57:28
67.0,2022-05-31 16:57:33
66.0,2022-05-31 16:57:38
69.0,2022-05-31 16:57:53
71.0,2022-05-31 16:57:58
72.0,2022-05-31 16:58:03
73.0,2022-05-31 16:58:08
71.0,2022-05-31 16:58:13
68.0,2022-05-31 16:58:18
67.0,2022-05-31 16:58:23
69.0,2022-05-31 16:58:28
70.0,2022-05-31 16:58:33
71.0,2022-05-31 16:58:43
73.0,2022-05-31 16:58:48
78.0,2022-05-31 16:58:53
79.0,2022-05-31 16:59:08
83.0,2022-05-31 16:59:13
84.0,2022-05-31 16:59:23
82.0,2022-05-31 16:59:28
83.0,2022-05-31 16:59:38
82.0,2022-05-31 16:59:43
81.0,2022-05-31 16:59:48
80.0,2022-05-31 16:59:53
79.0,2022-05-31 16:59:58
77.0,2022-05-31 17:00:03
74.0,2022-05-31 17:00:08
70.0,2022-05-31 17:00:13
70.0,2022-05-31 17:00:18
68.0,2022-05-31 17:00:28
73.0,2022-05-31 17:00:33
70.0,2022-05-31 17:00:43
70.0,2022-05-31 17:00:48
72.0,2022-05-31 17:00:53
71.0,2022-05-31 17:00:58
69.0,2022-05-31 17:01:03
64.0,2022-05-31 17:01:08
65.0,2022-05-31 17:01:13
67.0,2022-05-31 17:01:18
66.0,2022-05-31 17:01:23
65.0,2022-05-31 17:01:28
65.0,2022-05-31 17:01:33
69.0,2022-05-31 17:01:38
74.0,2022-05-31 17:01:43
78.0,2022-05-31 17:01:48
80.0,2022-05-31 17:01:58
79.0,2022-05-31 17:02:08
77.0,2022-05-31 17:02:13
75.0,2022-05-31 17:02:23
74.0,2022-05-31 17:02:33
70.0,2022-05-31 17:02:38
66.0,2022-05-31 17:02:43
65.0,2022-05-31 17:02:48
66.0,2022-05-31 17:02:53
65.0,2022-05-31 17:02:58
67.0,2022-05-31 17:03:08
68.0,2022-05-31 17:03:13
67.0,2022-05-31 17:03:23
65.0,2022-05-31 17:03:28
64.0,2022-05-31 17:03:43
63.0,2022-05-31 17:03:48
65.0,2022-05-31 17:03:53
66.0,2022-05-31 17:04:03
66.0,2022-05-31 17:04:08
69.0,2022-05-31 17:04:13
66.0,2022-05-31 17:04:18
68.0,2022-05-31 17:04:28
69.0,2022-05-31 17:04:33
71.0,2022-05-31 17:04:38
72.0,2022-05-31 17:04:53
70.0,2022-05-31 17:04:58
67.0,2022-05-31 17:05:03
64.0,2022-05-31 17:05:08
65.0,2022-05-31 17:05:13
68.0,2022-05-31 17:05:18
71.0,2022-05-31 17:05:23
74.0,2022-05-31 17:05:33
74.0,2022-05-31 17:05:48
71.0,2022-05-31 17:05:58
69.0,2022-05-31 17:06:03
70.0,2022-05-31 17:06:08
73.0,2022-05-31 17:06:13
72.0,2022-05-31 17:06:18
74.0,2022-05-31 17:06:23
75.0,2022-05-31 17:06:28
74.0,2022-05-31 17:06:38
72.0,2022-05-31 17:06:53
71.0,2022-05-31 17:06:58
72.0,2022-05-31 17:07:03
73.0,2022-05-31 17:07:08
72.0,2022-05-31 17:07:18
73.0,2022-05-31 17:07:33
74.0,2022-05-31 17:07:38
73.0,2022-05-31 17:07:43
73.0,2022-05-31 17:07:58
74.0,2022-05-31 17:08:03
73.0,2022-05-31 17:08:18
70.0,2022-05-31 17:08:23
68.0,2022-05-31 17:08:28
64.0,2022-05-31 17:08:33
61.0,2022-05-31 17:08:38
62.0,2022-05-31 17:08:43
61.0,2022-05-31 17:08:53
62.0,2022-05-31 17:08:58
65.0,2022-05-31 17:09:03
66.0,2022-05-31 17:09:08
66.0,2022-05-31 17:09:13
65.0,2022-05-31 17:09:18
66.0,2022-05-31 17:09:23
67.0,2022-05-31 17:09:28
65.0,2022-05-31 17:09:33
66.0,2022-05-31 17:09:38
68.0,2022-05-31 17:09:43
67.0,2022-05-31 17:09:48
66.0,2022-05-31 17:09:58
67.0,2022-05-31 17:10:08
70.0,2022-05-31 17:10:13
72.0,2022-05-31 17:10:18
71.0,2022-05-31 17:10:23
73.0,2022-05-31 17:10:28
74.0,2022-05-31 17:10:33
73.0,2022-05-31 17:10:43
70.0,2022-05-31 17:10:48
70.0,2022-05-31 17:11:03
68.0,2022-05-31 17:11:08
69.0,2022-05-31 17:11:13
70.0,2022-05-31 17:11:18
69.0,2022-05-31 17:11:23
70.0,2022-05-31 17:11:28
74.0,2022-05-31 17:11:38
75.0,2022-05-31 17:11:43
73.0,2022-05-31 17:11:48
74.0,2022-05-31 17:11:53
73.0,2022-05-31 17:11:58
74.0,2022-05-31 17:12:03
73.0,2022-05-31 17:12:08
74.0,2022-05-31 17:12:18
73.0,2022-05-31 17:12:28
72.0,2022-05-31 17:12:33
71.0,2022-05-31 17:12:38
72.0,2022-05-31 17:12:43
71.0,2022-05-31 17:12:48
70.0,2022-05-31 17:12:53
